"","x"
"62"," 아시아경제 이종길 기자 한국출판문화산업진흥원은 올해 상반기 세종도서 교양부문 도서 종을 선정했다고 일 전했다 이 도서를 종당 만원 이내로 구입해 지방자치단체 교육청 등의 추천을 받은 공공도서관 작은도서관 학교도서관 해외문화원 등에 보급한다 공모에는 종이 접수됐다 경쟁률은 로 지난해보다 높았다 출판문화산업진흥원은 학회와 단체 여 곳의 추천을 받은 전문가와 도서관 관계자들로 구성된 심사위원 풀에서 추첨을 통해 심사위원 일흔다섯 명을 뽑았다 이들의 단계에 걸친 검토를 걸쳐 도서를 선정했다 목록은 출판문화산업진흥원 홈페이지와 세종도서 온라인시스템에서 확인할 수 있다 세종도서는 정부가 전국 공공도서관 등에 비치할 우수 도서를 선정해 구매해주는 사업으로 년부터 시행됐다 출판문화산업진흥원은 지난해까지 학술 교양 문학나눔 등 세 부문으로 나눠 심사를 진행했으나 올해 문학나눔 부문을 한국문화예술위원회로 이관했다 이종길 기자 네이버 채널 설정하고 룰렛 당첨 확인 양낙규의 군사이야기 재미와 신기 과학을읽다 "
"63"," 서울 류효림 기자 일 오후 서울 서대문구 신촌 연세로에서 열린 제 회 신촌물총축제에서 참가자들이 축제를 즐기고 있다 러시아 월드컵의 모든 것 뉴스가 보여요 유튜브 기사제보 및 문의 "
"64"," 날씨 주말 서쪽 덥고 동쪽 선선 습도 낮아 쾌적 앵커 주말인 오늘은 맑은 하늘에 미세먼지도 없는 쾌적한 날씨를 보이고 있습니다 자세한 날씨는 야외에 나가있는 기상캐스터 연결해서 알아보겠습니다 김지은 캐스터 캐스터 지금 서울은 년 중에서도 손에 꼽을 정도로 좋은 날씨를 보이고 있습니다 제 뒤에 보시는 것처럼 건물이 뚜렷하게 보일 뿐만 아니라 그 위로 펼쳐진 파란 하늘이 마치 그림같지 않은가요 오늘 미세먼지 없죠 또 습도가 낮죠 선선한 바람까지 불어줘서 나들이하기에는 더없이 좋은 날씨를 보이고 있습니다 깨끗하고 선선한 동풍이 불어줘서 그렇습니다 동풍이 산맥을 넘으면서 습기를 떨어뜨리고 건조한 상태로 들어오고 있습니다 단 동풍을 전통으로 맞는 동쪽지역은 대부분 도 안팎으로 기온이 많이 떨어져 있고요 하늘에 구름도 많은 가운데 오늘 비도 오락가락하겠습니다 또 동해상에서는 거센 물결이 일겠고 동해안에서는 너울성 파도가 밀려와 안전사고에 유의해야겠습니다 반면 서쪽지방은 구름 한 점 없는 맑은 하늘에 기온이 크게 올라 있습니다 이 시각 서울이 도 전주 도로 대부분 도 안팎까지 오르겠습니다 습도는 낮아서 큰 더위는 없지만 뜨거운 볕에 강한 자외선은 조심해야 하겠습니다 일요일인 내일은 오늘과 다르게 점차 흐려지겠고요 장마전선이 다시 북상하겠습니다 오후부터 제주에 장맛비가 내리겠고 월요일에는 영남을 제외한 전국에 비가 내리겠습니다 태풍 마리아는 매우 강한 중형급으로 오키나와 동남쪽 부근 해상에 있습니다 다음 주 중반에 중국 남단에 상륙할 전망인데 아직 진로는 좀 유동적이어서 상황은 더 지켜봐야 하겠습니다 지금까지 여의도 물빛광장에서 전해드렸습니다 김지은 기상캐스터 기사문의ㆍ제보 카톡 라인 네이버 채널 구독 생방송 시청 대한민국 뉴스의 시작 앱 다운받기"
"65"," 날씨 주말 서쪽 덥고 동쪽 선선 습도 낮아 쾌적 앵커 주말인 오늘은 맑은 하늘에 미세먼지도 없는 쾌적한 날씨를 보이고 있습니다 자세한 날씨는 야외에 나가있는 기상캐스터 연결해서 알아보겠습니다 김지은 캐스터 캐스터 지금 서울은 년 중에서도 손에 꼽을 정도로 좋은 날씨를 보이고 있습니다 제 뒤에 보시는 것처럼 건물이 뚜렷하게 보일 뿐만 아니라 그 위로 펼쳐진 파란 하늘이 마치 그림같지 않은가요 오늘 미세먼지 없죠 또 습도가 낮죠 선선한 바람까지 불어줘서 나들이하기에는 더없이 좋은 날씨를 보이고 있습니다 깨끗하고 선선한 동풍이 불어줘서 그렇습니다 동풍이 산맥을 넘으면서 습기를 떨어뜨리고 건조한 상태로 들어오고 있습니다 단 동풍을 전통으로 맞는 동쪽지역은 대부분 도 안팎으로 기온이 많이 떨어져 있고요 하늘에 구름도 많은 가운데 오늘 비도 오락가락하겠습니다 또 동해상에서는 거센 물결이 일겠고 동해안에서는 너울성 파도가 밀려와 안전사고에 유의해야겠습니다 반면 서쪽지방은 구름 한 점 없는 맑은 하늘에 기온이 크게 올라 있습니다 이 시각 서울이 도 전주 도로 대부분 도 안팎까지 오르겠습니다 습도는 낮아서 큰 더위는 없지만 뜨거운 볕에 강한 자외선은 조심해야 하겠습니다 일요일인 내일은 오늘과 다르게 점차 흐려지겠고요 장마전선이 다시 북상하겠습니다 오후부터 제주에 장맛비가 내리겠고 월요일에는 영남을 제외한 전국에 비가 내리겠습니다 태풍 마리아는 매우 강한 중형급으로 오키나와 동남쪽 부근 해상에 있습니다 다음 주 중반에 중국 남단에 상륙할 전망인데 아직 진로는 좀 유동적이어서 상황은 더 지켜봐야 하겠습니다 지금까지 여의도 물빛광장에서 전해드렸습니다 김지은 기상캐스터 기사문의ㆍ제보 카톡 라인 네이버 채널 구독 생방송 시청 대한민국 뉴스의 시작 앱 다운받기"
"66"," 아라뱃길에서 다양한 수상레저를 아라마린 페스티벌 앵커 여름에 수상스포츠 즐기는 분들 많이 계시죠 김포 아라뱃길에서 수상스포츠를 직접 체험할 수 있는 행사가 진행되고 있습니다 현장에 나가 있는 뉴스캐스터 연결해보죠 신세미 캐스터 캐스터 오늘 날씨가 굉장히 좋습니다 하늘도 맑고 공기도 굉장히 깨끗한데요 제가 나와 있는 김포 아라마리나에서는 다양한 수상레저를 즐길 수 있는 아라마린 페스티벌이 열리고 있습니다 지금 가족분들 모셔봤는데요 인터뷰 나누보겠습니다 안녕하세요 오늘 아드님과 커플복 입고 오신 것 같은데요 특별하게 어떻게 오시게 됐나요 와보니까 요트도 있고 도 있는데요 카약만의 매력이 있다면 어떤 것들이 있을까요 와보니까 요트뿐만 아니라 다른 먹거리고 많고 볼거리도 많은데요 끝나고 어떤 것 하실 건가요 이렇게 올해로 회째를 맞은 아라마린 페스티벌에서는 수상레저대회와 다양한 수변 프로그램을 즐길 수 있습니다 아라뱃길에서는 카약과 요트 페들보드 종류의 수상 대회가 열리고 있는데요 힘차게 물살을 가르는 요트를 바라만 봐도 더위가 싹 날아가는 느낌입니다 시민들을 위해 마련된 체험장에서는 카약과 수상자전거 범퍼보트 등을 무료로 즐길 수 있게 마련됐고요 이밖에도 수변 문화광장에는 먹거리와 즐길거리도 다양한데요 수상스포츠를 즐긴 뒤 허기진 배를 책임질 푸드트럭과 또 귀를 즐겁게 해 줄 음악콘서트도 준비돼 있습니다 그리고 지역민들이 준비한 로컬오픈마켓과 자선바자회도 열린다고 합니다 이번 축제는 내일 일 까지 열립니다 주말에 가족과 또는 연인과 함께 수상레저도 즐기면서 여름을 시원하게 보내보시기 바랍니다 지금까지 김포 아라마리나에서 신세미입니다 기사문의 및 제보 카톡 라인 네이버 채널 구독 생방송 시청 대한민국 뉴스의 시작 앱 다운받기"
"67"," 앵커 오늘은 본격적인 더위가 시작된다는 절기 소서 입니다 서쪽 지방을 중심으로 더운 여름 날씨가 이어지고 있는데요 오늘은 중계차가 더위를 날려줄 물총 축제 현장에 나가 있습니다 현장 연결해보죠 박현실 캐스터 그곳 현장은 무척 시원해 보이네요 캐스터 강한 햇살에 날은 뜨겁지만 물총에서 뿜어져 나오는 물줄기는 무척 시원합니다 이번 주말만큼은 신촌 연세로가 도심 속 물놀이장으로 탈바꿈했는데요 서로 오늘 처음 보는 얼굴이지만 오늘만큼은 나이나 국적 상관없이 모두 친구가 된 듯합니다 주말 동안 특별한 계획 없으시다면 이곳 신촌 물총축제에서 더위와 스트레스를 모두 날려보시기 바랍니다 올해로 회째를 맞는 신촌물총축제는 입장료 없이 남녀노소 누구나 참여 가능합니다 버블 파티와 워터 슬라이드 등 다양한 즐길거리가 많이 마련된 이번 축제는 내일까지 이틀간 진행될 예정입니다 휴일인 내일도 후텁지근한 날씨가 이어집니다 서울과 대전 도 광주 도까지 올라 오늘과 비슷하겠고 동해안 지역은 강릉과 울산 도에 머물며 선선하겠습니다 내일도 내륙은 비 소식 없이 후텁지근하겠습니다 오후부터는 제주도에 장맛비가 내리겠고요 다음 주 월요일에는 전국에 장맛비가 내릴 전망입니다 바람은 불지만 햇살이 강해서 자외선 지수가 무척 높습니다 자외선 차단제 꼼꼼히 챙겨 바르시기 바랍니다 지금까지 박현실입니다 시간 실시간 뉴스 생방송 보기 러시아 월드컵 기사모음 저작권자 무단전재 및 재배포 금지 "
"68"," 서울 류효림 기자 일 오후 서울 서대문구 신촌 연세로에서 열린 제 회 신촌물총축제에서 참가자들이 축제를 즐기고 있다 러시아 월드컵의 모든 것 뉴스가 보여요 유튜브 기사제보 및 문의 "
"69"," 서울 류효림 기자 일 오후 서울 서대문구 신촌 연세로에서 열린 제 회 신촌물총축제에서 참가자들이 축제를 즐기고 있다 러시아 월드컵의 모든 것 뉴스가 보여요 유튜브 기사제보 및 문의 "
"70"," 서울 류효림 기자 일 오후 서울 서대문구 신촌 연세로에서 열린 제 회 신촌물총축제에서 참가자들이 축제를 즐기고 있다 러시아 월드컵의 모든 것 뉴스가 보여요 유튜브 기사제보 및 문의 "
"71"," 날씨 주말 서쪽 덥고 동쪽 선선 동풍 덕에 공기 깨끗 앵커 주말인 오늘은 맑은 하늘에 미세먼지도 없는 쾌적한 날씨를 보이고 있습니다 자세한 날씨는 야외에 나가있는 기상캐스터 연결해서 알아보겠습니다 김지은 캐스터 캐스터 년 중에서 손에 꼽을 정도로 좋은 날씨입니다 볕은 좀 뜨겁지만 지금 하늘만 봐도 물감을 풀어놓은 듯한 새파란 하늘이 펼쳐져 있습니다 미세먼지 없죠 선선한 바람이 불어주고 있죠 습도까지 낮아서 나들이 하기에는 더없이 좋은 날씨를 보이고 있습니다 깨끗하고 선선한 동풍이 불어줘서 그렇습니다 지금 동풍이 산맥을 넘으면서 습기를 떨어뜨리고 건조한 상태로 들어오고 있습니다 단 동풍을 정통으로 맞고 있는 동쪽지방은 대부분 도 안팎으로 기온이 많이 떨어져 있고요 대부분 도 안팎을 보이고 있고 하늘에 구름도 많은 가운데 비도 오락가락하고 있습니다 또 동해상에서는 거센 물결이 일고 동해안에서는 너울성 파도가 밀려와서 안전사고에 유의해야겠습니다 반면 서쪽지방은 구름 한 점 없는 맑은 하늘에 기온도 크게 올라 있습니다 현재 서울이 도 전주 도로 대부분 도 가까이 오르고 있습니다 습도는 낮아서 큰 더위는 없지만 뜨거운 볕의 강한 자외선은 조심해야겠습니다 일요일 내일은 오늘과 다르게 점차 흐려지겠고요 장마전선이 다시 북상하겠습니다 오후부터 제주에 장맛비가 내리겠고 월요일에는 영남을 제외한 전국에 오겠습니다 태풍 마리아는 현재 매우 강한 중형급으로 오키나와 동남쪽 부근 해상에 있습니다 다음 주 중반에 중국 남단에 상륙할 전망인데 아직 진로는 유동적이라 상황은 더 지켜봐야 하겠습니다 지금까지 여의도 물빛광장에서 전해 드렸습니다 김지은 기상캐스터 기사문의 및 제보 카톡 라인 네이버 채널 구독 생방송 시청 대한민국 뉴스의 시작 앱 다운받기"
"72"," 식품의약품안전처는 해외에서 발암 가능물질을 함유한 것으로 나타나 회수된 원료를 사용할 수 있게 국내 허가받은 고혈압 치료제 개사 개 품목에 대해 잠정 판매중지와 제조 수입 중지 조치를 했다고 일 밝혔습니다 이는 유럽의약품안전청 이 고혈압 치료제에 쓰이는 원료의약품 중 중국산 발사르탄 에서 불순물로 니트로소디메틸아민 이 확인돼 회수 중이라고 발표한 데 따른 것입니다 는 세계보건기구 제암연구소 가 인간에게 발암물질로 작용할 가능성 있는 물질 로 분류한 물질입니다 식약처는 또 중국 제지앙 화하이 사에서 제조한 해당 원료를 잠정 수입중지 및 판매중지 조치했습니다 최근 년간 국내 전체 발사르탄 의 총 제조 수입량은 만 천 제조 만 천 수입 만 천 입니다 이 중에서 수입 및 판매 중지된 해당 중국 제조사의 발사르탄 은 같은 기간 전체 제조 수입량의 만 천 에 해당합니다 식약처는 문제의 불순물 발생 원인과 발생 시기 등을 조사하고 있으며 조사 결과에 따라 회수 폐기 등 필요한 조치를 신속히 취할 예정입니다 이번 잠정 조치는 해당 제품의 검출량과 위해성은 확인되지 않았지만 소비자 보호를 위한 사전 예방 차원에서 이뤄졌습니다 도 중국산 의 검출량과 복용한 환자에 미치는 영향 등을 조사 중이며 예방조치로 지난 일 회수 중이라고 설명했습니다 이번에 문제가 된 발사르탄 이 함유된 모든 의약품은 의사 처방에 따라 약국에서 조제 후 복용할 수 있는 전문의약품으로 의약품 안전사용서비스 시스템에 처방 금지 경고 문구가 등록됩니다 따라서 의사가 처방할 수 없기에 환자가 사용하는 등 유통이 원천 차단된다고 식약처는 밝혔습니다 식약처는 다만 조치대상 의약품을 복용 중인 환자는 임의로 복용을 중단하지 말고 신속하게 의사와 상의해 달라고 당부했습니다 해당 제품과 관련성이 의심되는 부작용 발생 등 이상 징후가 있으면 한국의약품안전관리원에 신고하면 됩니다 팀 무단전재 및 재배포 금지 "
"73"," 청주 박병기 기자 일 장마전선이 물러난 충북은 화창한 날씨 속에 유명 산과 계곡 등에 피서인파가 붐볐다 계곡 피서 자료사진 속리산 국립공원에는 이날 오후 시까지 천여 명이 찾아 법주사와 인근 세조길 등을 거닐면서 더위를 피했고 월악산에도 평소 휴일보다 많은 천 명의 피서 인파가 몰렸다 월악산 관리사무소 관계자는 장마로 수량이 불어난 송계 용화계곡에만 천여 명이 들어찼다 고 말했다 옛 대통령 별장인 청주 청남대에는 천 여 명이 입장해 대통령기념관을 둘러보고 대청호를 배경으로 시원하게 펼쳐진 풍광을 감상했다 트레킹 명소로 각광받는 괴산 산막이옛길 주차장은 모처럼 활짝 갠 날씨에 이끌려 나온 탐방객들로 온종일 혼잡을 빚었다 괴산호를 따라 굽이굽이 펼쳐진 옛길 산책로에는 기다랗게 인간 띠가 형성됐고 경치 좋기로 유명한 연하협 구름다리에도 밀려드는 탐방객 때문에 발 디딜 틈이 없었다 단양의 만천하 스카이워크에도 전망대에 올라 남한강 절경을 감상하거나 짚와이어의 외줄에 몸을 싣고 활강하면서 더위를 쫓는 시민들의 발길이 이어졌다 러시아 월드컵의 모든 것 뉴스가 보여요 유튜브 기사제보 및 문의 "
"74"," 오늘은 본격적인 더위가 시작된다는 절기 소서 인데요 하지만 선선한 동풍이 불면서 심한 더위도 없고 활동하기에 무척 쾌적합니다 현재 전국의 미세먼지 농도는 좋음 수준으로 공기마저 깨끗한데요 다만 햇살이 강해서 자외선 지수가 무척 높습니다 나오실 때는 자외선 차단제를 꼼꼼히 바르시고요 모자나 선글라스도 착용하시는 게 좋겠습니다 현재 전국에 가끔 구름만 지나는 모습인데요 동해안과 제주도를 중심으로는 오후까지 비가 오락가락하겠고 바람도 강하게 불겠습니다 오늘 서쪽은 다소 덥지만 동쪽은 비교적 선선하겠습니다 낮 기온 서울 도 광주 도까지 오르겠고 강릉은 도 울산 도에 머물겠습니다 휴일인 내일 내륙은 비 소식 없이 후텁지근하겠는데요 다만 장마전선이 북상하면서 오후에 제주도를 시작으로 다음 주 월요일에는 전국에 장맛비가 내리겠습니다 지금까지 날씨정보였습니다 시간 실시간 뉴스 생방송 보기 러시아 월드컵 기사모음 저작권자 무단전재 및 재배포 금지 "
"75"," 사진 헤럴드경제 스타 컬처팀 최민호 기자 드루킹 김동원 씨가 특검에 다시 한 번 소환됐다 특검팀은 댓글 여론조작 의혹과 관련해 드루킹 김 씨를 일 오전 시 소환했다 이번이 세 번째 소환이다 이날 조사에서 김 씨가 어떤 입장을 취할지 관심이 모아지고 있다 드루킹 김 씨는 특검 소환에 앞서 지난 일 결심공판에 출석했다 결심공판 당시 김 씨는 사회적 물의를 빚어 모든 분에게 사과하고 깊이 반성한다 면서 다만 법리적인 문제는 반드시 검토해 달라 고 말했다 김 씨는 네이버는 약관에 자동화 프로그램 사용 금지 규정을 만들어 두지 않았다 며 자동화 프로그램을 이용한 공감 클릭 행위는 부정한 명령이 아니고 허위 정보를 입력한 것도 아니다 라고 주장했다 또한 포털사이트 측이 업무방해 혐의로 고소한 데 대해서는 악어가 악어새를 고소한 것과 같다 고 비판하며 속담에 재주는 곰이 부리고 돈은 되놈이 번다는 말이 있다 며 포털사이트의 트래픽을 증가시켜서 광고 매출로 돈을 벌게 해 줬다 우린 아무런 금전적 이익을 얻은 게 없다 고 말했다 이어 사이트 메인에 기사를 올리는 건 편집권을 가진 포털사이트 측이라며 자신들이 여론을 조작한 게 아니라는 취지의 이야기를 이어갔다 이에 검찰 측은 드루킹 김 씨를 비롯한 일당들의 행동으로 포털사이트 자체의 신뢰도와 주가가 하락해 막대한 피해를 입었다고 비판했다 한편 드루킹 일당에 대한 심 선고는 오는 일 이루어진다 내삶의모든리뷰 헤럴드 리얼라이프 리얼라이프 카카오플러스 친구맺기 타파스 페이스북 친구맺기 헤럴드경제 무단 전재 및 재배포 금지 "
"76"," 스포츠서울 글 사진 인천 이주상기자 안다정이 일 인천시 계양체육관에서 열린 피트니스스타 인천 대회에서 피규어 오픈 부문 우승을 차지한 후 포즈를 취하고 있다 연말 파이널 대회를 위해 전국을 순회하며 열리고 있는 피트니스스타는 이번 인천 대회에서 약 여명의 선수들은 보디빌딩을 비롯해서 클래식 보디빌딩 피지크 스포츠모델 비키니 등의 부문에 참가해 열띤 경쟁을 펼쳤다 한편 예능 프로그램 일밤 진짜 사나이 에서 수많은 여성들의 로브콜을 받았던 상병 설민호가 이번 대회의 현장 로 활약해 눈길을 끌었다 스포츠서울 공식 페이스북 팟캐스트 스포츠서울 야구 파일 스포츠서울 공식 유튜브 채널 기사제보 스포츠서울 "
"77"," 경기 오산 중앙동 오산 인근 경부고속도로 하행선 모습 사진 뉴시스 본격적인 더위에 접어든 소서 小暑 인 일 전국 주요 고속도로는 곳곳에서 정체현상을 빚고 있다 한국도로공사에 따르면 이날 고속도로를 이용하는 차량은 만대로 예상된다 이날 오전 시 기준 고속도로를 통해 수도권을 빠져나간 차량은 만대 들어온 차량은 만대로 집계됐다 경부고속도로의 경우 서울방향 천안나들목 북천안 구간 동탄분기점 신갈 구간 달래내고개 서초 구간 부산방향 경부선입구 한남 잠원 구간 동탄 오산 구간 잠원 반포 구간 망향휴게소 목천 구간 옥산하이패스 청주 등에서 차들이 제 속도를 내지 못한다 서해안고속도로는 서울방향 일직 금천 구간에서 정체 현상이 빚어지고 중부고속도로는 통영방향 동서울만남휴게소 하남 구간이 정체 중이다 영동고속도로는 강릉방향 신갈 양지 구간 덕평 호법 구간 만종 새말 구간에서 차량 운행이 원활하지 못하다 이날 오전 시 서울요금소를 기준으로 승용차를 이용한 주요 도시간 예상 소요시간은 하행선의 경우 서울 부산 시간 분 서울 울산 시간 분 서울 목포 시간 분 서울 대구 시간 분 서울 광주 시간 분 서울 강릉 시간 분 서울 대전까지 시간 분 등이다 상행선은 부산 서울 시간 분 울산 서울 시간 분 목포 서울 시간 분 대구 서울 시간 분 광주 서울 시간 분 강릉 서울 시간 분 대전 서울 시간 분 등이다 김창성 기자 머니 페이스북 최신 웹툰이 매일 공짜 "
"78"," 러시아월드컵 조별리그 조 차전 대한민국 독일 경기 당시 한국의 골키퍼 조현우가 독일 선수의 슛을 막는 모습 사진 뉴시스 고범준 기자 러시아월드컵에서 축구강국의 수난이 이어지고 있다 독일 브라질 아르헨티나 등 전통의 강호가 토너먼트에서 조기 탈락하며 자취를 감춰서다 브라질은 일 한국시간 러시아 카잔의 카잔 아레나에서 열린 벨기에와의 러시아월드컵 강전에서 로 패했다 앞서 독일은 한국과의 조별리그 마지막 경기에서 대 로 완패해 일찌감치 짐을 쌌고 리오넬 메시가 이끄는 아르헨티나는 강에서 프랑스에 로 패하며 귀국길에 올랐다 이들이 모두 조기에 탈락하면서 월드컵 역사가 새롭게 쓰였다 독일 브라질 아르헨티나가 모두 강에 오르지 못한 월드컵은 회 대회가 시작된 년 이후 처음이다 앞선 차례 대회 중 번 브라질 회 독일 회 아르헨티나 회 이나 우승컵을 나눠 가졌던 이들은 러시아에서 체면을 구기며 다음 대회를 기약하게 됐다 김창성 기자 머니 페이스북 최신 웹툰이 매일 공짜 "
"79"," 날씨 강한 햇볕ㆍ자외선 지수 동해안ㆍ제주 가끔 비절기 소서인 오늘 서쪽과 동쪽의 기온차가 크게 벌어집니다 낮기온 서울 도 광주 도로 다소 더울 텐데요 다만 서늘한 바닷바람이 계속해서 유입되고 있습니다 동해안지역은 종일 선선하겠고요 강릉을 포함한 동쪽지역은 낮기온이 도 안팎에 오르는 데 그쳐서 긴 소매 차림이 더 어울리겠습니다 오늘 구름 사이로 볕이 강하게 내리쬡니다 한동안 걱정 없었던 자외선지수도 오늘은 전국 대부분 지역에서 매우 높음 단계로 치솟겠고요 그래도 깨끗한 동쪽바람이 불어오면서 먼지 걱정은 없습니다 전국의 미세먼지 농도 종일 좋음 단계를 유지하겠습니다 오늘 대체로 구름만 다소 지나면서 활동하기 좋겠지만 이들 지역은 우산 챙기셔야겠습니다 동풍의 영향을 받는 동해안지역과 제주도는 종일 비가 오락가락할 텐데요 비의 양 자체가 많지는 않지만 바람이 무척 강하게 불고 있습니다 시설물 피해 없도록 조심하시기 바랍니다 오늘 낮기온 서울 도 전주 도 광주 도로 서쪽지역은 다소 덥겠습니다 동해상과 남해상에는 풍랑주의보가 발효 중입니다 당분간 너울로 인한 파도도 높은 만큼 해상 안전에 신경 쓰시기 바랍니다 장마전선이 차차 북상하면서 일요일 오후에 제주도를 시작으로 장맛비가 내리기 시작하겠고요 월요일에는 전국으로 확대될 전망입니다 지금까지 날씨 전해드렸습니다 김하윤 기상캐스터 기사문의 및 제보 카톡 라인 네이버 채널 구독 생방송 시청 대한민국 뉴스의 시작 앱 다운받기"
"80"," 교황청 외무장관인 폴 리처드 갤러거 대주교가 한반도의 군축감소라는 고귀한 목표는 전 세계에 귀감이 될 수 있으며 전 세계 핵무기의 점진적 해체를 촉진할 수 있다 고 주장했다 갤러거 대주교는 일 서울 가톨릭대학교에서 세계 평화와 인권 수호를 위한 교황청 외교 를 주제로 열린 국제 심포지엄에서 이같이 말하며 이러한 성취의 중요성을 과소평가해서는 안되며 여기에 인류의 미래가 달려있다 고 말했다 갤러거 대주교는 한국은 여전히 지난 세기에 벌어졌던 비극적 사건들 때문에 많은 영향을 받고 있다 과거의 무거운 짐에도 불구하고 평화로 향하는 새로운 길이 서서히 열리고 있다는 표지들이 보인다 며 한국인들이 역사의 새로운 장을 열고 우리가 희망하는 약속으로 밝게 빛나는 미래가 올 것 이라며 분쟁을 극복하고 서로 대화하고 인정하면 영속적인 평화가 한반도뿐만 아니라 갈수록 국제화돼가는 세상 곳곳에서 커져 나갈 것 이라고 강조했다 갤러거 대주교는 교황은 오늘날 세상을 보며 제 차 세계 대전을 조각조각 치르고 있다고 했다 교황은 분쟁을 해결하고 평화를 구축하기 위해서는 인간관계의 기본으로 돌아가 궁극적으로 국가의 내부질서와 더 큰 국제 질서의 윤리적 근간을 되찾을 필요가 있다고 확신하고 있다 고 설명했다 또 교황청은 남북한 사이의 대화를 지속적으로 동행하고 지지해 왔다 한반도에는 공통의 역사 문화 언어 그리고 가정과 개인의 관계가 있어서 한국인들이 스스로 이런 대화를 이끌어야 한다는 점도 인정한다 고 덧붙였다 조용철 기자 세상의 모든 골 때리는 이야기 파스 속보이는 스타 저작권자 무단 전재 재배포 금지 "
